id,name,height,weight,base_experience,types,abilities,hp,attack,defense,speed,image_url
706,goodra,20,1505,300,['dragon'],"['sap-sipper', 'hydration', 'gooey']",90,100,70,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/706.png
707,klefki,2,30,165,"['steel', 'fairy']","['prankster', 'magician']",57,80,91,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/707.png
708,phantump,4,70,62,"['ghost', 'grass']","['natural-cure', 'frisk', 'harvest']",43,70,48,38,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/708.png
709,trevenant,15,710,166,"['ghost', 'grass']","['natural-cure', 'frisk', 'harvest']",85,110,76,56,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/709.png
710,pumpkaboo-average,4,50,67,"['ghost', 'grass']","['pickup', 'frisk', 'insomnia']",49,66,70,51,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/710.png
711,gourgeist-average,9,125,173,"['ghost', 'grass']","['pickup', 'frisk', 'insomnia']",65,90,122,84,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/711.png
712,bergmite,10,995,61,['ice'],"['own-tempo', 'ice-body', 'sturdy']",55,69,85,28,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/712.png
713,avalugg,20,5050,180,['ice'],"['own-tempo', 'ice-body', 'sturdy']",95,117,184,28,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/713.png
714,noibat,5,80,49,"['flying', 'dragon']","['frisk', 'infiltrator', 'telepathy']",40,30,35,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/714.png
715,noivern,15,850,187,"['flying', 'dragon']","['frisk', 'infiltrator', 'telepathy']",85,70,80,123,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/715.png
716,xerneas,30,2150,340,['fairy'],['fairy-aura'],126,131,95,99,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/716.png
717,yveltal,58,2030,340,"['dark', 'flying']",['dark-aura'],126,131,95,99,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/717.png
718,zygarde-50,50,3050,300,"['dragon', 'ground']",['aura-break'],108,100,121,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/718.png
719,diancie,7,88,300,"['rock', 'fairy']",['clear-body'],50,100,150,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/719.png
720,hoopa,5,90,270,"['psychic', 'ghost']",['magician'],80,110,60,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/720.png
721,volcanion,17,1950,300,"['fire', 'water']",['water-absorb'],80,110,120,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/721.png
722,rowlet,3,15,64,"['grass', 'flying']","['overgrow', 'long-reach']",68,55,55,42,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/722.png
723,dartrix,7,160,147,"['grass', 'flying']","['overgrow', 'long-reach']",78,75,75,52,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/723.png
724,decidueye,16,366,265,"['grass', 'ghost']","['overgrow', 'long-reach']",78,107,75,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/724.png
725,litten,4,43,64,['fire'],"['blaze', 'intimidate']",45,65,40,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/725.png
726,torracat,7,250,147,['fire'],"['blaze', 'intimidate']",65,85,50,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/726.png
727,incineroar,18,830,265,"['fire', 'dark']","['blaze', 'intimidate']",95,115,90,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/727.png
728,popplio,4,75,64,['water'],"['torrent', 'liquid-voice']",50,54,54,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/728.png
729,brionne,6,175,147,['water'],"['torrent', 'liquid-voice']",60,69,69,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/729.png
730,primarina,18,440,265,"['water', 'fairy']","['torrent', 'liquid-voice']",80,74,74,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/730.png
731,pikipek,3,12,53,"['normal', 'flying']","['keen-eye', 'skill-link', 'pickup']",35,75,30,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/731.png
732,trumbeak,6,148,124,"['normal', 'flying']","['keen-eye', 'skill-link', 'pickup']",55,85,50,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/732.png
733,toucannon,11,260,218,"['normal', 'flying']","['keen-eye', 'skill-link', 'sheer-force']",80,120,75,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/733.png
734,yungoos,4,60,51,['normal'],"['stakeout', 'strong-jaw', 'adaptability']",48,70,30,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/734.png
735,gumshoos,7,142,146,['normal'],"['stakeout', 'strong-jaw', 'adaptability']",88,110,60,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/735.png
736,grubbin,4,44,60,['bug'],['swarm'],47,62,45,46,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/736.png
737,charjabug,5,105,140,"['bug', 'electric']",['battery'],57,82,95,36,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/737.png
738,vikavolt,15,450,250,"['bug', 'electric']",['levitate'],77,70,90,43,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/738.png
739,crabrawler,6,70,68,['fighting'],"['hyper-cutter', 'iron-fist', 'anger-point']",47,82,57,63,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/739.png
740,crabominable,17,1800,167,"['fighting', 'ice']","['hyper-cutter', 'iron-fist', 'anger-point']",97,132,77,43,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/740.png
741,oricorio-baile,6,34,167,"['fire', 'flying']",['dancer'],75,70,70,93,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/741.png
742,cutiefly,1,2,61,"['bug', 'fairy']","['honey-gather', 'shield-dust', 'sweet-veil']",40,45,40,84,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/742.png
743,ribombee,2,5,162,"['bug', 'fairy']","['honey-gather', 'shield-dust', 'sweet-veil']",60,55,60,124,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/743.png
744,rockruff,5,92,56,['rock'],"['keen-eye', 'vital-spirit', 'steadfast']",45,65,40,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/744.png
745,lycanroc-midday,8,250,170,['rock'],"['keen-eye', 'sand-rush', 'steadfast']",75,115,65,112,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/745.png
746,wishiwashi-solo,2,3,61,['water'],['schooling'],45,20,20,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/746.png
747,mareanie,4,80,61,"['poison', 'water']","['merciless', 'limber', 'regenerator']",50,53,62,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/747.png
748,toxapex,7,145,173,"['poison', 'water']","['merciless', 'limber', 'regenerator']",50,63,152,35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/748.png
749,mudbray,10,1100,77,['ground'],"['own-tempo', 'stamina', 'inner-focus']",70,100,70,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/749.png
750,mudsdale,25,9200,175,['ground'],"['own-tempo', 'stamina', 'inner-focus']",100,125,100,35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/750.png
751,dewpider,3,40,54,"['water', 'bug']","['water-bubble', 'water-absorb']",38,40,52,27,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/751.png
752,araquanid,18,820,159,"['water', 'bug']","['water-bubble', 'water-absorb']",68,70,92,42,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/752.png
753,fomantis,3,15,50,['grass'],"['leaf-guard', 'contrary']",40,55,35,35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/753.png
754,lurantis,9,185,168,['grass'],"['leaf-guard', 'contrary']",70,105,90,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/754.png
755,morelull,2,15,57,"['grass', 'fairy']","['illuminate', 'effect-spore', 'rain-dish']",40,35,55,15,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/755.png
756,shiinotic,10,115,142,"['grass', 'fairy']","['illuminate', 'effect-spore', 'rain-dish']",60,45,80,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/756.png
757,salandit,6,48,64,"['poison', 'fire']","['corrosion', 'oblivious']",48,44,40,77,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/757.png
758,salazzle,12,222,168,"['poison', 'fire']","['corrosion', 'oblivious']",68,64,60,117,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/758.png
759,stufful,5,68,68,"['normal', 'fighting']","['fluffy', 'klutz', 'cute-charm']",70,75,50,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/759.png
760,bewear,21,1350,175,"['normal', 'fighting']","['fluffy', 'klutz', 'unnerve']",120,125,80,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/760.png
761,bounsweet,3,32,42,['grass'],"['leaf-guard', 'oblivious', 'sweet-veil']",42,30,38,32,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/761.png
762,steenee,7,82,102,['grass'],"['leaf-guard', 'oblivious', 'sweet-veil']",52,40,48,62,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/762.png
763,tsareena,12,214,255,['grass'],"['leaf-guard', 'queenly-majesty', 'sweet-veil']",72,120,98,72,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/763.png
764,comfey,1,3,170,['fairy'],"['flower-veil', 'triage', 'natural-cure']",51,52,90,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/764.png
765,oranguru,15,760,172,"['normal', 'psychic']","['inner-focus', 'telepathy', 'symbiosis']",90,60,80,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/765.png
766,passimian,20,828,172,['fighting'],"['receiver', 'defiant']",100,120,90,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/766.png
767,wimpod,5,120,46,"['bug', 'water']",['wimp-out'],25,35,40,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/767.png
768,golisopod,20,1080,186,"['bug', 'water']",['emergency-exit'],75,125,140,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/768.png
769,sandygast,5,700,64,"['ghost', 'ground']","['water-compaction', 'sand-veil']",55,55,80,15,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/769.png
770,palossand,13,2500,168,"['ghost', 'ground']","['water-compaction', 'sand-veil']",85,75,110,35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/770.png
771,pyukumuku,3,12,144,['water'],"['innards-out', 'unaware']",55,60,130,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/771.png
772,type-null,19,1205,107,['normal'],['battle-armor'],95,95,95,59,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/772.png
773,silvally,23,1005,285,['normal'],['rks-system'],95,95,95,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/773.png
774,minior-red-meteor,3,400,154,"['rock', 'flying']",['shields-down'],60,60,100,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/774.png
775,komala,4,199,168,['normal'],['comatose'],65,115,65,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/775.png
776,turtonator,20,2120,170,"['fire', 'dragon']",['shell-armor'],60,78,135,36,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/776.png
777,togedemaru,3,33,152,"['electric', 'steel']","['iron-barbs', 'lightning-rod', 'sturdy']",65,98,63,96,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/777.png
778,mimikyu-disguised,2,7,167,"['ghost', 'fairy']",['disguise'],55,90,80,96,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/778.png
779,bruxish,9,190,166,"['water', 'psychic']","['dazzling', 'strong-jaw', 'wonder-skin']",68,105,70,92,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/779.png
780,drampa,30,1850,170,"['normal', 'dragon']","['berserk', 'sap-sipper', 'cloud-nine']",78,60,85,36,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/780.png
781,dhelmise,39,2100,181,"['ghost', 'grass']",['steelworker'],70,131,100,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/781.png
782,jangmo-o,6,297,60,['dragon'],"['bulletproof', 'soundproof', 'overcoat']",45,55,65,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/782.png
783,hakamo-o,12,470,147,"['dragon', 'fighting']","['bulletproof', 'soundproof', 'overcoat']",55,75,90,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/783.png
784,kommo-o,16,782,300,"['dragon', 'fighting']","['bulletproof', 'soundproof', 'overcoat']",75,110,125,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/784.png
785,tapu-koko,18,205,285,"['electric', 'fairy']","['electric-surge', 'telepathy']",70,115,85,130,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/785.png
786,tapu-lele,12,186,285,"['psychic', 'fairy']","['psychic-surge', 'telepathy']",70,85,75,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/786.png
787,tapu-bulu,19,455,285,"['grass', 'fairy']","['grassy-surge', 'telepathy']",70,130,115,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/787.png
788,tapu-fini,13,212,285,"['water', 'fairy']","['misty-surge', 'telepathy']",70,75,115,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/788.png
789,cosmog,2,1,40,['psychic'],['unaware'],43,29,31,37,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/789.png
790,cosmoem,1,9999,140,['psychic'],['sturdy'],43,29,131,37,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/790.png
791,solgaleo,34,2300,340,"['psychic', 'steel']",['full-metal-body'],137,137,107,97,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/791.png
792,lunala,40,1200,340,"['psychic', 'ghost']",['shadow-shield'],137,113,89,97,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/792.png
793,nihilego,12,555,285,"['rock', 'poison']",['beast-boost'],109,53,47,103,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/793.png
794,buzzwole,24,3336,285,"['bug', 'fighting']",['beast-boost'],107,139,139,79,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/794.png
795,pheromosa,18,250,285,"['bug', 'fighting']",['beast-boost'],71,137,37,151,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/795.png
796,xurkitree,38,1000,285,['electric'],['beast-boost'],83,89,71,83,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/796.png
797,celesteela,92,9999,285,"['steel', 'flying']",['beast-boost'],97,101,103,61,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/797.png
798,kartana,3,1,285,"['grass', 'steel']",['beast-boost'],59,181,131,109,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/798.png
799,guzzlord,55,8880,285,"['dark', 'dragon']",['beast-boost'],223,101,53,43,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/799.png
800,necrozma,24,2300,300,['psychic'],['prism-armor'],97,107,101,79,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/800.png
801,magearna,10,805,300,"['steel', 'fairy']",['soul-heart'],80,95,115,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/801.png
802,marshadow,7,222,300,"['fighting', 'ghost']",['technician'],90,125,80,125,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/802.png
803,poipole,6,18,210,['poison'],['beast-boost'],67,73,67,73,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/803.png
804,naganadel,36,1500,270,"['poison', 'dragon']",['beast-boost'],73,73,73,121,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/804.png
805,stakataka,55,8200,285,"['rock', 'steel']",['beast-boost'],61,131,211,13,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/805.png
806,blacephalon,18,130,285,"['fire', 'ghost']",['beast-boost'],53,127,53,107,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/806.png
807,zeraora,15,445,300,['electric'],['volt-absorb'],88,112,75,143,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/807.png
808,meltan,2,80,150,['steel'],['magnet-pull'],46,65,65,34,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/808.png
809,melmetal,25,8000,300,['steel'],['iron-fist'],135,143,143,34,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/809.png
810,grookey,3,50,62,['grass'],"['overgrow', 'grassy-surge']",50,65,50,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/810.png
811,thwackey,7,140,147,['grass'],"['overgrow', 'grassy-surge']",70,85,70,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/811.png
812,rillaboom,21,900,265,['grass'],"['overgrow', 'grassy-surge']",100,125,90,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/812.png
813,scorbunny,3,45,62,['fire'],"['blaze', 'libero']",50,71,40,69,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/813.png
814,raboot,6,90,147,['fire'],"['blaze', 'libero']",65,86,60,94,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/814.png
815,cinderace,14,330,265,['fire'],"['blaze', 'libero']",80,116,75,119,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/815.png
816,sobble,3,40,62,['water'],"['torrent', 'sniper']",50,40,40,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/816.png
817,drizzile,7,115,147,['water'],"['torrent', 'sniper']",65,60,55,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/817.png
818,inteleon,19,452,265,['water'],"['torrent', 'sniper']",70,85,65,120,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/818.png
819,skwovet,3,25,55,['normal'],"['cheek-pouch', 'gluttony']",70,55,55,25,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/819.png
820,greedent,6,60,161,['normal'],"['cheek-pouch', 'gluttony']",120,95,95,20,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/820.png
821,rookidee,2,18,49,['flying'],"['keen-eye', 'unnerve', 'big-pecks']",38,47,35,57,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/821.png
822,corvisquire,8,160,128,['flying'],"['keen-eye', 'unnerve', 'big-pecks']",68,67,55,77,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/822.png
823,corviknight,22,750,248,"['flying', 'steel']","['pressure', 'unnerve', 'mirror-armor']",98,87,105,67,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/823.png
824,blipbug,4,80,36,['bug'],"['swarm', 'compound-eyes', 'telepathy']",25,20,20,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/824.png
825,dottler,4,195,117,"['bug', 'psychic']","['swarm', 'compound-eyes', 'telepathy']",50,35,80,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/825.png
826,orbeetle,4,408,253,"['bug', 'psychic']","['swarm', 'frisk', 'telepathy']",60,45,110,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/826.png
827,nickit,6,89,49,['dark'],"['run-away', 'unburden', 'stakeout']",40,28,28,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/827.png
828,thievul,12,199,159,['dark'],"['run-away', 'unburden', 'stakeout']",70,58,58,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/828.png
829,gossifleur,4,22,50,['grass'],"['cotton-down', 'regenerator', 'effect-spore']",40,40,60,10,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/829.png
830,eldegoss,5,25,161,['grass'],"['cotton-down', 'regenerator', 'effect-spore']",60,50,90,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/830.png
831,wooloo,6,60,122,['normal'],"['fluffy', 'run-away', 'bulletproof']",42,40,55,48,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/831.png
832,dubwool,13,430,172,['normal'],"['fluffy', 'steadfast', 'bulletproof']",72,80,100,88,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/832.png
833,chewtle,3,85,57,['water'],"['strong-jaw', 'shell-armor', 'swift-swim']",50,64,50,44,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/833.png
834,drednaw,10,1155,170,"['water', 'rock']","['strong-jaw', 'shell-armor', 'swift-swim']",90,115,90,74,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/834.png
835,yamper,3,135,54,['electric'],"['ball-fetch', 'rattled']",59,45,50,26,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/835.png
836,boltund,10,340,172,['electric'],"['strong-jaw', 'competitive']",69,90,60,121,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/836.png
837,rolycoly,3,120,48,['rock'],"['steam-engine', 'heatproof', 'flash-fire']",30,40,50,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/837.png
838,carkol,11,780,144,"['rock', 'fire']","['steam-engine', 'flame-body', 'flash-fire']",80,60,90,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/838.png
839,coalossal,28,3105,255,"['rock', 'fire']","['steam-engine', 'flame-body', 'flash-fire']",110,80,120,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/839.png
840,applin,2,5,52,"['grass', 'dragon']","['ripen', 'gluttony', 'bulletproof']",40,40,80,20,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/840.png
841,flapple,3,10,170,"['grass', 'dragon']","['ripen', 'gluttony', 'hustle']",70,110,80,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/841.png
842,appletun,4,130,170,"['grass', 'dragon']","['ripen', 'gluttony', 'thick-fat']",110,85,80,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/842.png
843,silicobra,22,76,63,['ground'],"['sand-spit', 'shed-skin', 'sand-veil']",52,57,75,46,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/843.png
844,sandaconda,38,655,179,['ground'],"['sand-spit', 'shed-skin', 'sand-veil']",72,107,125,71,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/844.png
845,cramorant,8,180,166,"['flying', 'water']",['gulp-missile'],70,85,55,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/845.png
846,arrokuda,5,10,56,['water'],"['swift-swim', 'propeller-tail']",41,63,40,66,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/846.png
847,barraskewda,13,300,172,['water'],"['swift-swim', 'propeller-tail']",61,123,60,136,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/847.png
848,toxel,4,110,48,"['electric', 'poison']","['rattled', 'static', 'klutz']",40,38,35,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/848.png
849,toxtricity-amped,16,400,176,"['electric', 'poison']","['punk-rock', 'plus', 'technician']",75,98,70,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/849.png
850,sizzlipede,7,10,61,"['fire', 'bug']","['flash-fire', 'white-smoke', 'flame-body']",50,65,45,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/850.png
851,centiskorch,30,1200,184,"['fire', 'bug']","['flash-fire', 'white-smoke', 'flame-body']",100,115,65,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/851.png
852,clobbopus,6,40,62,['fighting'],"['limber', 'technician']",50,68,60,32,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/852.png
853,grapploct,16,390,168,['fighting'],"['limber', 'technician']",80,118,90,42,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/853.png
